match_id,date,sport,team_name,opponent_team,player_name,player_position,minutes_played,score,goals,assists,saves,passes_completed,speed,success_rate,team_result,matches_played,matches_won,matches_lost,rating,injuries,cluster
M2115,2023-10-02,Cricket,Chennai Chargers,Kolkata Kings,Anya Sachdev,Batsman,32,83,0,10,4,17,22.07,99.82,Draw,68,68,0,3.83,False,2
M2116,2024-09-18,Cricket,Kolkata Kings,Mumbai Warriors,Madhup Chahal,All-Rounder,40,56,0,4,0,3,13.62,76.33,Draw,264,57,207,1.96,False,0
M2117,2025-04-12,Football,Kolkata Kings,Chennai Chargers,Rania Bajwa,Defender,76,46,0,8,3,10,14.77,94.29,Draw,112,73,39,8.98,True,2
M2118,2023-10-27,Hockey,Mumbai Warriors,Kolkata Kings,Uthkarsh Dutt,Goalkeeper,41,47,0,4,6,85,12.74,98.47,Loss,8,3,5,3.14,True,2
M2119,2023-08-18,Football,Kolkata Kings,Chennai Chargers,Amira Kashyap,Defender,84,63,4,9,8,42,24.74,57.38,Loss,112,33,79,1.76,False,2
M2120,2024-01-06,Football,Kolkata Kings,Chennai Chargers,Drishya Tata,Goalkeeper,37,39,5,4,8,41,21.97,56.44,Win,271,156,115,2.72,True,1
M2121,2024-12-07,Cricket,Chennai Chargers,Kolkata Kings,Chirag Gole,Bowler,74,4,0,9,4,41,22.62,61.45,Win,161,151,10,2.07,False,1
M2122,2025-01-22,Hockey,Mumbai Warriors,Chennai Chargers,Ojas Salvi,Midfielder,36,90,0,7,3,14,8.01,64.2,Draw,153,66,87,1.98,False,2
M2123,2024-06-14,Cricket,Delhi Titans,Mumbai Warriors,Rohan Varughese,Batsman,52,40,0,9,8,1,10.91,53.29,Draw,199,174,25,6.96,True,1
M2124,2024-08-15,Basketball,Kolkata Kings,Mumbai Warriors,Hunar Maharaj,Center,38,88,3,7,5,58,10.69,68.29,Loss,222,74,148,4.01,True,0
M2125,2023-11-11,Hockey,Kolkata Kings,Mumbai Warriors,Aarna Bhargava,Defender,77,82,0,6,5,36,15.0,66.36,Loss,132,93,39,2.01,True,2
M2126,2024-11-13,Hockey,Mumbai Warriors,Delhi Titans,Devansh Ray,Forward,67,8,0,4,4,80,6.99,94.76,Loss,293,136,157,9.58,False,0
M2127,2024-08-23,Cricket,Kolkata Kings,Chennai Chargers,Rohan Kant,Batsman,44,58,0,8,7,13,17.53,97.54,Draw,66,0,66,9.46,False,2
M2128,2023-10-11,Cricket,Mumbai Warriors,Delhi Titans,Azad Chandra,All-Rounder,88,78,0,7,0,43,13.96,85.87,Loss,186,133,53,2.76,False,1
M2129,2023-08-27,Basketball,Kolkata Kings,Delhi Titans,Krish Garg,Guard,88,39,5,3,4,83,7.69,59.29,Draw,137,22,115,6.12,True,0
M2130,2025-05-20,Football,Delhi Titans,Kolkata Kings,Devansh Ratta,Goalkeeper,49,92,2,4,1,46,13.03,59.14,Loss,249,200,49,6.25,True,1
M2131,2024-05-17,Football,Kolkata Kings,Mumbai Warriors,Akarsh Deep,Defender,34,28,5,8,0,40,19.02,95.97,Draw,149,48,101,2.75,False,0
M2132,2024-02-10,Football,Chennai Chargers,Kolkata Kings,Faiyaz Kaur,Midfielder,54,76,0,4,7,14,6.77,62.67,Win,75,58,17,2.55,False,2
M2133,2025-03-05,Cricket,Delhi Titans,Mumbai Warriors,Tejas Goyal,Batsman,36,98,0,8,9,65,14.91,88.94,Draw,214,187,27,5.23,False,1
M2134,2023-11-08,Cricket,Delhi Titans,Kolkata Kings,Ritvik Karan,Batsman,53,12,0,5,3,98,12.26,74.55,Win,31,6,25,8.33,True,2
M2135,2024-03-05,Football,Delhi Titans,Chennai Chargers,Azad Chokshi,Forward,34,79,2,0,0,69,21.28,78.24,Loss,86,3,83,2.92,True,2
M2136,2024-07-28,Cricket,Chennai Chargers,Mumbai Warriors,Ryan Kamdar,Wicket-Keeper,60,96,0,3,5,56,12.53,63.13,Loss,162,37,125,4.76,False,0
M2137,2024-08-19,Hockey,Mumbai Warriors,Delhi Titans,Saira Vala,Forward,48,19,0,7,3,44,9.67,84.63,Win,267,59,208,4.64,True,0
M2138,2023-07-21,Cricket,Kolkata Kings,Chennai Chargers,Myra Anand,Batsman,46,6,0,2,9,15,11.44,93.18,Loss,277,244,33,2.04,False,1
M2139,2024-06-30,Cricket,Kolkata Kings,Chennai Chargers,Baiju Bali,Wicket-Keeper,85,77,0,10,2,46,11.7,71.04,Draw,81,29,52,8.87,False,2
M2140,2023-09-26,Football,Kolkata Kings,Delhi Titans,Lakshay Cherian,Midfielder,89,24,0,7,0,44,11.13,55.15,Win,269,86,183,3.46,True,0
M2141,2025-05-28,Hockey,Mumbai Warriors,Chennai Chargers,Pari Tata,Goalkeeper,72,37,0,3,0,56,15.37,75.52,Loss,290,44,246,4.82,True,0
M2142,2023-09-05,Basketball,Chennai Chargers,Kolkata Kings,Manjari Goyal,Forward,67,45,3,4,8,75,9.59,98.82,Draw,109,52,57,9.48,False,2
M2143,2023-11-01,Hockey,Chennai Chargers,Delhi Titans,Aaryahi Mahal,Forward,51,30,0,9,10,32,21.18,81.14,Loss,167,23,144,3.39,True,0
M2144,2025-05-25,Cricket,Delhi Titans,Kolkata Kings,Khushi Ratta,Wicket-Keeper,72,53,0,1,0,21,20.39,54.21,Draw,117,52,65,6.75,True,2
M2145,2025-01-08,Basketball,Delhi Titans,Mumbai Warriors,Jivika Sani,Guard,74,67,1,4,9,47,17.11,97.16,Draw,164,135,29,7.57,True,1
M2146,2025-04-29,Cricket,Delhi Titans,Chennai Chargers,Adira Saraf,Bowler,42,8,0,4,0,63,9.71,86.92,Loss,206,126,80,9.28,False,1
M2147,2024-12-30,Hockey,Mumbai Warriors,Chennai Chargers,Nayantara Gopal,Defender,56,88,0,3,6,1,19.16,65.47,Win,268,19,249,1.02,False,0
M2148,2023-12-15,Basketball,Delhi Titans,Chennai Chargers,Anvi Dyal,Forward,69,97,5,9,9,23,20.22,62.18,Draw,36,36,0,6.07,True,2
M2149,2024-03-14,Hockey,Kolkata Kings,Chennai Chargers,Eshani Bhardwaj,Goalkeeper,89,73,0,8,0,81,11.74,65.72,Win,275,21,254,3.2,False,0
M2150,2023-09-17,Cricket,Delhi Titans,Mumbai Warriors,Dhanuk Kurian,All-Rounder,31,56,0,8,5,44,20.47,51.53,Draw,220,19,201,2.79,False,0
M2151,2025-01-05,Football,Mumbai Warriors,Kolkata Kings,Eva Khare,Midfielder,49,98,3,4,1,3,14.53,79.96,Win,6,2,4,4.27,False,2
M2152,2025-01-02,Basketball,Mumbai Warriors,Delhi Titans,Suhana Mahal,Center,76,95,4,9,7,34,5.24,64.11,Draw,228,100,128,1.43,False,0
M2153,2025-02-16,Football,Chennai Chargers,Kolkata Kings,Darshit Ranganathan,Forward,45,4,1,7,7,91,10.78,80.68,Loss,13,2,11,3.37,True,2
M2154,2025-04-11,Football,Chennai Chargers,Kolkata Kings,Tushar Amble,Forward,90,98,4,9,4,32,21.38,67.96,Loss,30,13,17,1.54,True,2
M2155,2023-10-21,Hockey,Chennai Chargers,Mumbai Warriors,Taimur Tripathi,Midfielder,79,37,0,10,5,13,11.97,54.19,Loss,245,103,142,5.87,True,0
M2156,2025-01-07,Cricket,Mumbai Warriors,Delhi Titans,Anya Malhotra,All-Rounder,37,59,0,7,5,40,6.91,71.7,Draw,242,238,4,1.38,False,1
M2157,2025-04-15,Cricket,Chennai Chargers,Kolkata Kings,Aniruddh Saini,All-Rounder,50,18,0,7,9,65,20.86,99.83,Win,40,4,36,9.72,False,2
M2158,2023-09-24,Basketball,Mumbai Warriors,Delhi Titans,Parinaaz Venkataraman,Center,54,60,2,6,2,24,13.42,71.69,Win,213,131,82,5.06,True,1
M2159,2023-06-08,Hockey,Delhi Titans,Chennai Chargers,Ishaan Ranganathan,Defender,79,50,0,4,2,50,7.94,56.86,Loss,231,162,69,4.55,False,1
M2160,2024-11-28,Cricket,Delhi Titans,Kolkata Kings,Miraya Thaman,Wicket-Keeper,83,57,0,9,4,84,22.76,97.34,Draw,121,44,77,8.04,True,2
M2161,2024-08-19,Hockey,Chennai Chargers,Delhi Titans,Keya Kulkarni,Defender,57,52,0,7,7,64,6.83,97.16,Win,292,249,43,1.51,True,1
M2162,2025-03-29,Basketball,Delhi Titans,Chennai Chargers,Adira Batra,Guard,85,75,5,7,9,52,13.74,54.84,Draw,124,27,97,2.64,False,2
M2163,2024-04-07,Hockey,Kolkata Kings,Delhi Titans,Indrans Bhavsar,Goalkeeper,35,57,0,6,5,45,11.68,62.17,Draw,236,160,76,8.91,False,1
M2164,2024-03-22,Cricket,Chennai Chargers,Delhi Titans,Khushi Kata,Wicket-Keeper,74,11,0,0,10,51,17.91,67.0,Draw,197,190,7,6.33,False,1
M2165,2024-11-29,Basketball,Mumbai Warriors,Delhi Titans,Damini Sama,Forward,42,48,3,1,7,89,19.39,60.49,Win,152,126,26,7.06,False,1
M2166,2025-04-30,Hockey,Mumbai Warriors,Delhi Titans,Anay Mannan,Midfielder,85,64,0,2,5,45,14.38,70.78,Draw,122,49,73,5.39,True,2
M2167,2023-07-05,Basketball,Delhi Titans,Kolkata Kings,Nirvaan Dewan,Forward,73,44,2,7,10,94,6.05,63.91,Loss,187,25,162,4.94,False,0
M2168,2023-08-22,Hockey,Mumbai Warriors,Delhi Titans,Samarth Kala,Forward,83,23,0,2,6,3,14.69,83.3,Draw,33,0,33,3.99,True,2
M2169,2025-05-11,Cricket,Chennai Chargers,Kolkata Kings,Tanya Yohannan,All-Rounder,69,90,0,2,3,10,9.88,99.94,Draw,197,74,123,6.92,False,0
M2170,2024-10-25,Hockey,Mumbai Warriors,Kolkata Kings,Alia Bhatia,Midfielder,68,68,0,7,1,99,5.37,61.26,Win,181,168,13,1.26,False,1
M2171,2024-01-20,Hockey,Chennai Chargers,Kolkata Kings,Divyansh Atwal,Goalkeeper,57,8,0,1,1,12,15.67,50.11,Loss,26,2,24,5.3,False,2
M2172,2023-11-07,Basketball,Mumbai Warriors,Chennai Chargers,Baiju Bhardwaj,Guard,76,97,4,9,0,75,20.2,55.69,Loss,297,48,249,6.83,True,0
M2173,2024-03-28,Basketball,Kolkata Kings,Mumbai Warriors,Chirag Ganesan,Center,62,40,0,2,3,46,9.8,54.78,Win,70,33,37,4.73,True,2
M2174,2024-02-26,Cricket,Kolkata Kings,Chennai Chargers,Hrishita Cheema,Batsman,56,24,0,2,10,24,7.27,88.85,Draw,13,7,6,6.11,True,2
M2175,2024-01-05,Cricket,Kolkata Kings,Delhi Titans,Bhavin Bose,Bowler,53,5,0,0,10,96,23.95,85.0,Win,175,155,20,9.04,False,1
M2176,2024-11-07,Cricket,Mumbai Warriors,Delhi Titans,Pihu Dass,All-Rounder,57,95,0,6,2,14,16.57,59.13,Draw,218,51,167,1.7,False,0
M2177,2024-11-25,Basketball,Delhi Titans,Chennai Chargers,Kaira Bath,Forward,59,55,4,6,8,83,6.38,64.8,Win,135,25,110,3.5,True,0
M2178,2024-09-11,Basketball,Kolkata Kings,Chennai Chargers,Lakshit Dada,Center,85,74,3,1,7,31,19.67,69.11,Win,121,116,5,4.48,True,1
M2179,2025-04-19,Football,Delhi Titans,Chennai Chargers,Kartik Krishnan,Forward,76,71,3,5,3,28,9.97,74.89,Win,164,47,117,6.13,True,0
M2180,2025-04-06,Cricket,Mumbai Warriors,Delhi Titans,Zeeshan Dhar,Wicket-Keeper,74,40,0,3,5,22,7.95,92.67,Loss,254,61,193,2.2,False,0
M2181,2024-07-18,Hockey,Chennai Chargers,Kolkata Kings,Prerak Bhatt,Midfielder,90,99,0,9,1,6,16.82,87.04,Win,141,20,121,1.88,True,0
M2182,2024-08-07,Basketball,Chennai Chargers,Mumbai Warriors,Kaira Golla,Center,35,92,4,8,0,56,20.06,78.38,Loss,269,200,69,2.48,False,1
M2183,2023-09-21,Basketball,Mumbai Warriors,Delhi Titans,Ryan Chadha,Center,50,44,1,4,10,55,8.97,50.85,Loss,61,42,19,2.41,False,2
M2184,2024-01-21,Hockey,Delhi Titans,Kolkata Kings,Lagan Bir,Forward,47,78,0,10,6,65,15.59,58.51,Loss,21,2,19,9.74,False,2
M2185,2024-03-20,Basketball,Chennai Chargers,Mumbai Warriors,Jayant Bedi,Forward,56,15,1,9,8,45,23.14,96.69,Draw,138,116,22,1.32,True,1
M2186,2024-10-18,Football,Kolkata Kings,Chennai Chargers,Prerak Dhawan,Forward,80,50,2,5,5,90,13.08,60.57,Loss,36,0,36,7.49,True,2
M2187,2024-08-29,Cricket,Kolkata Kings,Chennai Chargers,Aniruddh Chacko,Bowler,42,7,0,0,4,53,19.54,80.32,Loss,145,35,110,9.01,True,0
M2188,2023-10-12,Basketball,Kolkata Kings,Delhi Titans,Nehmat Ranganathan,Guard,61,26,4,5,10,1,18.27,95.92,Win,267,37,230,1.57,True,0
M2189,2024-08-20,Hockey,Chennai Chargers,Mumbai Warriors,Riaan Kapadia,Goalkeeper,63,27,0,0,0,20,12.95,50.52,Win,130,110,20,2.05,True,1
M2190,2024-11-05,Basketball,Kolkata Kings,Delhi Titans,Gatik Sarna,Guard,72,16,4,0,1,55,17.96,83.24,Draw,174,64,110,7.37,False,0
M2191,2024-09-03,Basketball,Mumbai Warriors,Kolkata Kings,Alisha Yohannan,Forward,43,78,4,10,6,26,6.43,64.54,Loss,44,2,42,6.73,False,2
M2192,2025-04-08,Cricket,Kolkata Kings,Mumbai Warriors,Sana Dara,Wicket-Keeper,89,51,0,5,5,37,13.75,88.7,Win,36,21,15,7.66,True,2
M2193,2024-01-12,Basketball,Kolkata Kings,Mumbai Warriors,Adah Trivedi,Center,60,74,5,9,9,83,10.58,66.64,Loss,40,14,26,8.62,True,2
M2194,2023-07-29,Basketball,Kolkata Kings,Delhi Titans,Aarna Dyal,Forward,70,91,4,0,5,77,15.95,52.93,Loss,153,7,146,3.95,True,0
M2195,2025-03-22,Football,Kolkata Kings,Mumbai Warriors,Tejas Anand,Forward,32,37,5,0,8,61,22.5,77.09,Draw,77,47,30,2.58,True,2
M2196,2024-06-11,Football,Kolkata Kings,Mumbai Warriors,Zara Ranganathan,Goalkeeper,74,16,0,6,5,25,23.41,57.66,Draw,251,165,86,6.21,True,1
M2197,2024-01-20,Football,Mumbai Warriors,Kolkata Kings,Misha Wali,Midfielder,86,62,3,3,3,11,23.69,93.84,Win,46,25,21,2.52,True,2
M2198,2025-04-15,Cricket,Chennai Chargers,Kolkata Kings,Ehsaan Lata,Bowler,54,57,0,6,1,80,10.03,84.47,Win,257,45,212,1.69,False,0
M2199,2024-03-23,Cricket,Delhi Titans,Mumbai Warriors,Piya Mangat,All-Rounder,85,33,0,9,6,72,18.85,59.03,Loss,239,57,182,8.98,False,0
M2200,2024-11-14,Hockey,Mumbai Warriors,Kolkata Kings,Inaaya  Shetty,Midfielder,42,8,0,0,4,71,22.38,66.07,Loss,178,27,151,8.31,False,0
M2201,2024-02-10,Cricket,Kolkata Kings,Delhi Titans,Jiya Jaggi,Wicket-Keeper,53,16,0,2,5,69,13.38,64.94,Loss,63,4,59,5.47,False,2
M2202,2023-11-02,Hockey,Mumbai Warriors,Delhi Titans,Zeeshan Kapur,Defender,81,78,0,9,6,28,9.11,97.64,Win,90,57,33,4.69,False,2
M2203,2024-10-02,Basketball,Delhi Titans,Kolkata Kings,Hazel Choudhary,Center,45,80,0,4,10,11,13.26,59.64,Draw,273,72,201,6.63,False,0
M2204,2024-09-27,Football,Chennai Chargers,Kolkata Kings,Kismat Rajagopal,Forward,74,42,5,0,2,68,16.27,56.31,Win,41,4,37,9.15,True,2
M2205,2024-08-02,Football,Delhi Titans,Mumbai Warriors,Faiyaz Raju,Forward,58,45,3,4,8,25,5.71,55.14,Draw,286,146,140,6.24,False,1
M2206,2023-11-15,Cricket,Mumbai Warriors,Kolkata Kings,Devansh Chadha,All-Rounder,76,46,0,3,5,36,15.95,79.5,Win,62,30,32,8.87,False,2
M2207,2023-10-11,Football,Delhi Titans,Kolkata Kings,Zeeshan Dara,Midfielder,73,52,3,10,5,97,23.98,94.27,Draw,56,0,56,1.83,False,2
M2208,2025-05-16,Hockey,Delhi Titans,Chennai Chargers,Misha Shere,Forward,90,73,0,7,8,75,15.58,66.6,Win,21,7,14,3.12,False,2
M2209,2023-12-28,Cricket,Mumbai Warriors,Kolkata Kings,Piya Solanki,All-Rounder,55,54,0,10,7,67,19.47,84.03,Win,46,11,35,9.79,False,2
M2210,2024-03-28,Basketball,Chennai Chargers,Delhi Titans,Aniruddh Sachar,Center,90,7,3,2,1,98,21.93,96.84,Draw,36,27,9,2.94,True,2
M2211,2025-04-03,Basketball,Delhi Titans,Kolkata Kings,Sahil Sathe,Center,90,38,1,5,8,55,8.45,66.25,Loss,167,95,72,2.87,True,2
M2212,2024-01-30,Hockey,Kolkata Kings,Delhi Titans,Ehsaan Bora,Forward,45,5,0,6,9,39,8.48,50.39,Loss,176,171,5,2.37,True,1
M2213,2024-08-25,Cricket,Mumbai Warriors,Chennai Chargers,Anya Venkataraman,All-Rounder,42,47,0,7,2,76,12.54,53.89,Win,199,150,49,5.23,True,1
M2214,2024-11-13,Hockey,Chennai Chargers,Kolkata Kings,Pihu Batta,Midfielder,41,45,0,0,5,93,21.6,60.47,Draw,23,21,2,5.44,False,2
M2215,2023-12-13,Basketball,Delhi Titans,Kolkata Kings,Nirvi Virk,Forward,87,22,4,2,3,97,5.6,78.36,Loss,258,34,224,6.16,True,0
M2216,2024-09-06,Cricket,Kolkata Kings,Chennai Chargers,Aayush Sengupta,Bowler,69,100,0,9,2,84,14.98,82.73,Loss,22,15,7,6.72,True,2
M2217,2025-04-05,Basketball,Mumbai Warriors,Kolkata Kings,Parinaaz Subramanian,Forward,88,64,4,5,2,98,18.39,83.73,Draw,248,166,82,1.89,False,1
M2218,2024-05-14,Basketball,Delhi Titans,Kolkata Kings,Shamik Chokshi,Center,46,21,1,10,3,37,10.63,73.41,Loss,171,38,133,9.71,True,0
M2219,2023-12-19,Hockey,Mumbai Warriors,Kolkata Kings,Prerak Sandal,Defender,89,57,0,1,9,14,5.33,70.5,Draw,214,13,201,4.74,True,0
M2220,2024-07-13,Basketball,Kolkata Kings,Chennai Chargers,Uthkarsh Gara,Center,47,59,4,3,2,67,24.95,85.33,Loss,205,50,155,3.53,False,0
M2221,2024-10-06,Football,Kolkata Kings,Delhi Titans,Bhavin Sandhu,Goalkeeper,33,24,0,3,4,18,20.56,61.13,Draw,296,231,65,1.75,False,1
M2222,2023-06-26,Hockey,Kolkata Kings,Chennai Chargers,Aarav Behl,Defender,63,25,0,0,5,35,20.99,88.02,Win,127,1,126,2.26,False,0
M2223,2023-12-18,Hockey,Chennai Chargers,Kolkata Kings,Ayesha Dara,Forward,49,56,0,10,1,36,15.34,71.1,Win,162,78,84,8.14,False,2
M2224,2024-08-02,Basketball,Mumbai Warriors,Delhi Titans,Arnav Yadav,Center,53,82,3,5,5,26,22.02,53.74,Loss,85,74,11,2.72,False,2
M2225,2024-01-07,Hockey,Delhi Titans,Kolkata Kings,Advik Srivastava,Goalkeeper,70,42,0,9,5,95,19.45,87.34,Win,209,101,108,2.9,True,0
M2226,2023-06-08,Basketball,Chennai Chargers,Delhi Titans,Shlok Varkey,Guard,75,57,0,0,4,25,14.96,70.21,Draw,88,2,86,2.25,False,2
M2227,2024-08-04,Football,Mumbai Warriors,Delhi Titans,Mehul Edwin,Forward,70,97,0,9,8,65,21.14,96.0,Win,108,19,89,1.56,True,2
M2228,2024-12-14,Football,Kolkata Kings,Chennai Chargers,Riaan Soman,Defender,34,40,5,8,3,60,14.12,86.19,Loss,139,12,127,2.11,True,0
M2229,2024-08-16,Basketball,Kolkata Kings,Mumbai Warriors,Hunar Krish,Guard,30,63,0,3,2,10,7.98,95.29,Loss,249,59,190,4.24,False,0
M2230,2024-09-18,Football,Chennai Chargers,Delhi Titans,Ehsaan Shanker,Midfielder,85,19,3,2,9,79,9.72,97.29,Loss,33,27,6,5.15,True,2
M2231,2025-06-02,Cricket,Delhi Titans,Chennai Chargers,Sahil Ramachandran,Wicket-Keeper,36,66,0,9,1,31,8.93,86.05,Win,226,71,155,1.51,False,0
M2232,2023-12-27,Basketball,Chennai Chargers,Kolkata Kings,Heer Gade,Center,89,27,2,9,1,93,5.98,76.98,Draw,73,55,18,5.02,True,2
M2233,2023-12-11,Basketball,Chennai Chargers,Delhi Titans,Lavanya Raja,Guard,60,5,2,0,10,33,13.6,87.01,Loss,293,148,145,6.08,True,1
M2234,2024-05-18,Basketball,Mumbai Warriors,Kolkata Kings,Priyansh Sura,Forward,82,51,5,3,5,61,23.6,97.35,Draw,274,18,256,8.24,True,0
M2235,2024-11-10,Football,Chennai Chargers,Kolkata Kings,Drishya Shukla,Midfielder,44,68,5,6,9,34,11.11,77.22,Draw,231,193,38,6.0,True,1
M2236,2024-08-09,Cricket,Chennai Chargers,Delhi Titans,Jayant Das,Bowler,72,45,0,5,3,1,24.05,97.81,Draw,11,10,1,6.78,False,2
M2237,2023-08-14,Football,Mumbai Warriors,Chennai Chargers,Aniruddh Kanda,Forward,59,25,5,9,0,88,10.48,89.58,Win,75,23,52,6.3,False,2
M2238,2023-12-05,Cricket,Chennai Chargers,Mumbai Warriors,Taimur Randhawa,Batsman,43,76,0,2,4,7,5.64,85.2,Win,53,29,24,5.8,True,2
M2239,2024-01-23,Cricket,Chennai Chargers,Mumbai Warriors,Eshani Chauhan,Batsman,50,47,0,2,3,34,17.23,72.91,Draw,35,29,6,5.94,False,2
M2240,2024-11-07,Football,Chennai Chargers,Kolkata Kings,Kartik Tata,Defender,34,32,2,2,9,23,9.49,87.9,Loss,50,17,33,6.36,True,2
M2241,2024-11-12,Basketball,Mumbai Warriors,Kolkata Kings,Alisha Sant,Guard,66,38,2,7,1,95,22.27,72.58,Win,186,141,45,4.46,False,1
M2242,2024-02-25,Cricket,Delhi Titans,Chennai Chargers,Anay Shanker,Wicket-Keeper,38,92,0,3,10,72,6.39,63.55,Loss,168,32,136,8.44,True,0
M2243,2024-10-26,Football,Delhi Titans,Chennai Chargers,Tara Lall,Goalkeeper,39,35,3,8,4,59,7.56,61.41,Loss,299,14,285,4.07,False,0
M2244,2023-07-25,Football,Mumbai Warriors,Kolkata Kings,Ira Shenoy,Forward,51,11,4,9,2,10,19.19,68.41,Loss,60,8,52,9.12,True,2
M2245,2023-12-31,Basketball,Chennai Chargers,Mumbai Warriors,Indrans Kota,Guard,39,61,0,7,7,6,9.71,83.8,Win,227,156,71,1.88,False,1
M2246,2025-02-19,Basketball,Chennai Chargers,Mumbai Warriors,Faiyaz Deshmukh,Center,56,66,1,2,8,88,8.03,88.82,Loss,283,47,236,8.49,True,0
M2247,2023-09-06,Football,Chennai Chargers,Kolkata Kings,Nayantara Randhawa,Defender,34,15,0,7,3,83,17.46,92.41,Win,13,2,11,2.1,True,2
M2248,2023-12-03,Football,Kolkata Kings,Mumbai Warriors,Indrajit Sama,Forward,73,32,3,9,7,79,16.5,82.14,Draw,249,198,51,7.32,False,1
M2249,2024-08-22,Football,Mumbai Warriors,Kolkata Kings,Alia Kapur,Goalkeeper,66,17,2,5,8,99,22.18,59.16,Draw,130,31,99,1.63,True,2
M2250,2024-08-07,Cricket,Kolkata Kings,Mumbai Warriors,Charvi Loyal,Wicket-Keeper,69,39,0,3,0,76,19.68,83.87,Loss,214,203,11,4.4,True,1
M2251,2024-02-02,Hockey,Mumbai Warriors,Delhi Titans,Shray Majumdar,Forward,44,100,0,3,4,50,12.88,52.11,Win,39,13,26,6.53,True,2
M2252,2024-12-12,Cricket,Chennai Chargers,Kolkata Kings,Saanvi Samra,Batsman,71,63,0,2,8,39,15.23,99.54,Draw,190,18,172,2.49,False,0
M2253,2023-07-12,Basketball,Chennai Chargers,Delhi Titans,Indrans Krishna,Forward,83,80,1,3,4,52,24.71,99.87,Loss,25,11,14,4.12,False,2
M2254,2024-09-07,Basketball,Kolkata Kings,Delhi Titans,Vardaniya Kunda,Center,37,12,3,2,3,38,19.34,66.34,Win,167,133,34,3.32,True,1
M2255,2025-05-19,Cricket,Kolkata Kings,Delhi Titans,Dharmajan Dhawan,Bowler,54,18,0,7,1,7,6.25,94.22,Win,102,45,57,2.87,True,2
M2256,2023-09-18,Hockey,Kolkata Kings,Chennai Chargers,Divit Agrawal,Goalkeeper,84,77,0,7,2,63,15.34,87.92,Loss,149,131,18,5.11,True,1
M2257,2024-04-03,Basketball,Delhi Titans,Chennai Chargers,Ayesha Wagle,Center,52,69,4,10,4,15,13.62,83.4,Draw,294,21,273,3.94,False,0
M2258,2024-12-30,Basketball,Chennai Chargers,Delhi Titans,Aradhya Lalla,Forward,83,80,2,0,8,37,13.12,99.73,Win,263,54,209,9.34,True,0
M2259,2023-07-03,Football,Kolkata Kings,Chennai Chargers,Jhanvi Kota,Goalkeeper,40,85,3,8,0,85,7.9,94.77,Win,153,104,49,1.42,False,1
M2260,2025-01-17,Football,Mumbai Warriors,Chennai Chargers,Aarav Samra,Forward,34,13,1,1,2,56,21.33,69.93,Win,2,1,1,5.46,True,2
M2261,2023-10-10,Basketball,Kolkata Kings,Mumbai Warriors,Raghav Sha,Center,51,74,5,5,1,63,22.33,70.38,Loss,25,1,24,2.69,True,2
M2262,2024-09-22,Basketball,Mumbai Warriors,Chennai Chargers,Dhanush Tripathi,Center,34,100,3,4,9,48,16.14,73.62,Win,247,63,184,7.94,False,0
M2263,2024-02-20,Basketball,Kolkata Kings,Delhi Titans,Riaan Golla,Center,83,98,1,1,9,67,15.68,81.6,Draw,180,85,95,7.34,True,2
M2264,2023-11-26,Football,Mumbai Warriors,Kolkata Kings,Dhanush Badami,Forward,43,78,1,5,2,4,17.93,72.41,Win,285,148,137,1.44,False,1
M2265,2023-12-17,Hockey,Delhi Titans,Kolkata Kings,Nitara Dhillon,Forward,47,91,0,8,7,96,9.27,85.92,Win,197,167,30,3.75,False,1
M2266,2024-11-24,Football,Mumbai Warriors,Delhi Titans,Divit Sarraf,Midfielder,35,76,0,0,10,59,14.04,99.02,Draw,221,48,173,8.22,True,0
M2267,2023-12-28,Football,Mumbai Warriors,Delhi Titans,Reyansh Sethi,Defender,64,63,3,5,6,92,8.23,80.21,Win,28,5,23,9.02,False,2
M2268,2024-05-20,Hockey,Kolkata Kings,Mumbai Warriors,Chirag Sankar,Defender,80,59,0,6,2,78,21.34,92.29,Loss,172,161,11,5.51,True,1
M2269,2025-05-09,Football,Mumbai Warriors,Kolkata Kings,Vihaan Shukla,Forward,37,81,2,3,0,9,16.85,81.03,Loss,18,6,12,2.87,False,2
M2270,2024-07-11,Football,Delhi Titans,Chennai Chargers,Shamik Chopra,Goalkeeper,84,6,0,2,2,75,22.96,78.23,Draw,94,51,43,3.34,True,2
M2271,2024-12-10,Cricket,Kolkata Kings,Chennai Chargers,Kimaya Bajaj,Batsman,33,43,0,10,6,54,16.09,56.79,Draw,229,77,152,5.83,True,0
M2272,2024-02-01,Basketball,Chennai Chargers,Delhi Titans,Kavya Vyas,Center,67,58,5,7,9,62,20.88,76.0,Draw,91,35,56,6.69,False,2
M2273,2023-06-14,Hockey,Kolkata Kings,Delhi Titans,Myra Din,Defender,73,54,0,3,4,28,13.03,97.34,Draw,220,101,119,3.01,False,0
M2274,2025-02-03,Cricket,Chennai Chargers,Delhi Titans,Yashvi Bajaj,Wicket-Keeper,45,51,0,10,4,31,13.13,91.05,Win,228,218,10,3.39,False,1
M2275,2023-12-20,Basketball,Mumbai Warriors,Chennai Chargers,Saanvi Dara,Guard,59,50,1,9,9,11,23.6,72.73,Win,33,10,23,9.49,False,2
M2276,2024-07-07,Hockey,Chennai Chargers,Mumbai Warriors,Faiyaz Korpal,Goalkeeper,83,12,0,7,0,88,22.27,74.99,Win,27,26,1,7.33,False,2
